COUNTRY,YEAR_MONTH,total_events,total_fatalities,is_outlier_iqr,lag_1_events,event_change,rolling_3m
Myanmar,2021-09,1769,1305,1,1220.0,549.0,1431.3333333333333
Myanmar,2021-10,2073,1988,1,1769.0,304.0,1687.3333333333333
Myanmar,2021-11,1653,1774,1,2073.0,-420.0,1831.6666666666667
Myanmar,2021-12,1540,2006,1,1653.0,-113.0,1755.3333333333333
Myanmar,2022-01,2124,2287,1,1540.0,584.0,1772.3333333333333
Myanmar,2022-02,1474,1727,1,2124.0,-650.0,1712.6666666666667
Myanmar,2022-03,1357,1841,1,1474.0,-117.0,1651.6666666666667
Myanmar,2022-04,1813,2640,1,1357.0,456.0,1548.0
Myanmar,2022-05,1466,2061,1,1813.0,-347.0,1545.3333333333333
Myanmar,2022-06,1452,1916,1,1466.0,-14.0,1577.0
Myanmar,2022-07,1767,2460,1,1452.0,315.0,1561.6666666666667
Myanmar,2022-08,1487,1947,1,1767.0,-280.0,1568.6666666666667
Myanmar,2022-09,1629,1562,1,1487.0,142.0,1627.6666666666667
Myanmar,2022-10,1865,1958,1,1629.0,236.0,1660.3333333333333
Myanmar,2022-11,1601,1824,1,1865.0,-264.0,1698.3333333333333
Myanmar,2022-12,1694,1602,1,1601.0,93.0,1720.0
Myanmar,2023-01,1565,1583,1,1694.0,-129.0,1620.0
Myanmar,2023-02,1478,1634,1,1565.0,-87.0,1579.0
Myanmar,2023-03,1396,1901,1,1478.0,-82.0,1479.6666666666667
Myanmar,2023-04,1525,2073,1,1396.0,129.0,1466.3333333333333
Myanmar,2023-05,1342,1674,1,1525.0,-183.0,1421.0
Myanmar,2023-06,1292,1576,1,1342.0,-50.0,1386.3333333333333
Myanmar,2023-07,1736,1954,1,1292.0,444.0,1456.6666666666667
Myanmar,2023-08,1417,1528,1,1736.0,-319.0,1481.6666666666667
Myanmar,2023-09,1737,1651,1,1417.0,320.0,1630.0
Myanmar,2023-10,1468,1621,1,1737.0,-269.0,1540.6666666666667
Myanmar,2023-11,1782,2401,1,1468.0,314.0,1662.3333333333333
Myanmar,2023-12,2046,1723,1,1782.0,264.0,1765.3333333333333
Myanmar,2024-01,1494,1735,1,2046.0,-552.0,1774.0
Myanmar,2024-02,1426,1452,1,1494.0,-68.0,1655.3333333333333
Myanmar,2024-03,1840,2350,1,1426.0,414.0,1586.6666666666667
Myanmar,2024-04,1306,1590,1,1840.0,-534.0,1524.0
Myanmar,2024-05,1194,1475,1,1306.0,-112.0,1446.6666666666667
Myanmar,2024-06,1472,2062,1,1194.0,278.0,1324.0
Myanmar,2024-07,1248,2042,1,1472.0,-224.0,1304.6666666666667
Myanmar,2024-08,1555,2644,1,1248.0,307.0,1425.0
Myanmar,2024-09,1000,1036,1,1555.0,-555.0,1267.6666666666667
Myanmar,2024-10,1191,969,1,1000.0,191.0,1248.6666666666667
Myanmar,2024-11,1637,1608,1,1191.0,446.0,1276.0
Myanmar,2024-12,1228,1047,1,1637.0,-409.0,1352.0
Myanmar,2025-01,1242,1425,1,1228.0,14.0,1369.0
Myanmar,2025-02,1298,1294,1,1242.0,56.0,1256.0
Myanmar,2025-03,1423,1354,1,1298.0,125.0,1321.0
Myanmar,2025-04,1047,903,1,1423.0,-376.0,1256.0
Myanmar,2025-05,1393,1367,1,1047.0,346.0,1287.6666666666667
Myanmar,2025-06,1203,1183,1,1393.0,-190.0,1214.3333333333333
Myanmar,2025-07,1099,1151,1,1203.0,-104.0,1231.6666666666667
Myanmar,2025-08,1530,1881,1,1099.0,431.0,1277.3333333333333
Myanmar,2025-09,1046,1193,1,1530.0,-484.0,1225.0
Myanmar,2025-10,1031,1047,1,1046.0,-15.0,1202.3333333333333
Myanmar,2025-11,1307,1357,1,1031.0,276.0,1128.0
Myanmar,2025-12,1046,1338,1,1307.0,-261.0,1128.0
Myanmar,2026-01,1357,1320,1,1046.0,311.0,1236.6666666666667
Nauru,2023-10,1,0,0,1.0,0.0,1.0
Nepal,2021-03,124,1,0,458.0,-334.0,465.0
Nepal,2021-04,115,2,0,124.0,-9.0,232.33333333333334
Nepal,2021-05,144,1,0,115.0,29.0,127.66666666666667
Nepal,2021-06,201,0,0,144.0,57.0,153.33333333333334
Nepal,2021-07,377,0,0,201.0,176.0,240.66666666666666
Nepal,2021-08,147,0,0,377.0,-230.0,241.66666666666666
Nepal,2021-09,235,0,0,147.0,88.0,253.0
Nepal,2021-10,256,4,0,235.0,21.0,212.66666666666666
Nepal,2021-11,255,0,0,256.0,-1.0,248.66666666666666
Nepal,2021-12,177,0,0,255.0,-78.0,229.33333333333334
Nepal,2022-01,208,0,0,177.0,31.0,213.33333333333334
Nepal,2022-02,281,1,0,208.0,73.0,222.0
Nepal,2022-03,160,1,0,281.0,-121.0,216.33333333333334
Nepal,2022-04,186,2,0,160.0,26.0,209.0
Nepal,2022-05,364,3,0,186.0,178.0,236.66666666666666
Nepal,2022-06,403,1,0,364.0,39.0,317.6666666666667
Nepal,2022-07,513,0,1,403.0,110.0,426.6666666666667
Nepal,2022-08,241,0,0,513.0,-272.0,385.6666666666667
Nepal,2022-09,152,1,0,241.0,-89.0,302.0
Nepal,2022-10,80,2,0,152.0,-72.0,157.66666666666666
Nepal,2022-11,239,4,0,80.0,159.0,157.0
Nepal,2022-12,213,0,0,239.0,-26.0,177.33333333333334
Nepal,2023-01,112,0,0,213.0,-101.0,188.0
Nepal,2023-02,161,0,0,112.0,49.0,162.0
Nepal,2023-03,249,1,0,161.0,88.0,174.0
Nepal,2023-04,212,1,0,249.0,-37.0,207.33333333333334
Nepal,2023-05,281,0,0,212.0,69.0,247.33333333333334
Nepal,2023-06,247,0,0,281.0,-34.0,246.66666666666666
Nepal,2023-07,263,0,0,247.0,16.0,263.6666666666667
Nepal,2023-08,275,0,0,263.0,12.0,261.6666666666667
Nepal,2023-09,230,0,0,275.0,-45.0,256.0
Nepal,2023-10,125,0,0,230.0,-105.0,210.0
Nepal,2023-11,98,1,0,125.0,-27.0,151.0
Nepal,2023-12,230,6,0,98.0,132.0,151.0
Nepal,2024-01,139,0,0,230.0,-91.0,155.66666666666666
Nepal,2024-02,215,0,0,139.0,76.0,194.66666666666666
Nepal,2024-03,136,0,0,215.0,-79.0,163.33333333333334
Nepal,2024-04,103,1,0,136.0,-33.0,151.33333333333334
Nepal,2024-05,136,0,0,103.0,33.0,125.0
Nepal,2024-06,202,0,0,136.0,66.0,147.0
Nepal,2024-07,76,1,0,202.0,-126.0,138.0
Nepal,2024-08,144,2,0,76.0,68.0,140.66666666666666
Nepal,2024-09,122,0,0,144.0,-22.0,114.0
Nepal,2024-10,103,1,0,122.0,-19.0,123.0
Nepal,2024-11,92,0,0,103.0,-11.0,105.66666666666667
Nepal,2024-12,80,0,0,92.0,-12.0,91.66666666666667
Nepal,2025-01,68,0,0,80.0,-12.0,80.0
Nepal,2025-02,136,1,0,68.0,68.0,94.66666666666667
Nepal,2025-03,408,2,0,136.0,272.0,204.0
Nepal,2025-04,234,0,0,408.0,-174.0,259.3333333333333
Nepal,2025-05,155,0,0,234.0,-79.0,265.6666666666667
Nepal,2025-06,106,0,0,155.0,-49.0,165.0
Nepal,2025-07,141,1,0,106.0,35.0,134.0
Nepal,2025-08,212,1,0,141.0,71.0,153.0
Nepal,2025-09,264,75,0,212.0,52.0,205.66666666666666
Nepal,2025-10,76,1,0,264.0,-188.0,184.0
Nepal,2025-11,299,0,0,76.0,223.0,213.0
Nepal,2025-12,184,0,0,299.0,-115.0,186.33333333333334
Nepal,2026-01,94,1,0,184.0,-90.0,192.33333333333334
New Caledonia,2021-04,2,0,0,1.0,1.0,1.6666666666666667
New Caledonia,2021-05,5,0,0,2.0,3.0,2.6666666666666665
New Caledonia,2021-07,4,0,0,5.0,-1.0,3.6666666666666665
New Caledonia,2021-09,2,0,0,4.0,-2.0,3.6666666666666665
New Caledonia,2021-10,2,0,0,2.0,0.0,2.6666666666666665
New Caledonia,2021-11,3,0,0,2.0,1.0,2.3333333333333335
New Caledonia,2021-12,3,0,0,3.0,0.0,2.6666666666666665
New Caledonia,2022-01,4,0,0,3.0,1.0,3.3333333333333335
New Caledonia,2022-02,5,0,0,4.0,1.0,4.0
New Caledonia,2022-03,3,0,0,5.0,-2.0,4.0
New Caledonia,2022-04,8,0,0,3.0,5.0,5.333333333333333
New Caledonia,2022-05,5,0,0,8.0,-3.0,5.333333333333333
New Caledonia,2022-06,3,0,0,5.0,-2.0,5.333333333333333
New Caledonia,2022-07,2,0,0,3.0,-1.0,3.3333333333333335
New Caledonia,2022-08,4,0,0,2.0,2.0,3.0
New Caledonia,2022-09,4,0,0,4.0,0.0,3.3333333333333335
New Caledonia,2022-10,4,0,0,4.0,0.0,4.0
New Caledonia,2022-11,7,0,0,4.0,3.0,5.0
New Caledonia,2022-12,2,0,0,7.0,-5.0,4.333333333333333
New Caledonia,2023-01,2,0,0,2.0,0.0,3.6666666666666665
New Caledonia,2023-02,13,0,0,2.0,11.0,5.666666666666667
New Caledonia,2023-03,16,0,0,13.0,3.0,10.333333333333334
New Caledonia,2023-04,2,0,0,16.0,-14.0,10.333333333333334
New Caledonia,2023-05,3,0,0,2.0,1.0,7.0
New Caledonia,2023-07,16,0,0,3.0,13.0,7.0
New Caledonia,2023-08,3,0,0,16.0,-13.0,7.333333333333333
New Caledonia,2023-10,1,0,0,3.0,-2.0,6.666666666666667
New Caledonia,2023-11,6,0,0,1.0,5.0,3.3333333333333335
New Caledonia,2023-12,5,0,0,6.0,-1.0,4.0
New Caledonia,2024-01,3,0,0,5.0,-2.0,4.666666666666667
New Caledonia,2024-02,4,0,0,3.0,1.0,4.0
New Caledonia,2024-03,10,0,0,4.0,6.0,5.666666666666667
New Caledonia,2024-04,18,0,0,10.0,8.0,10.666666666666666
New Caledonia,2024-05,61,12,0,18.0,43.0,29.666666666666668
New Caledonia,2024-06,58,3,0,61.0,-3.0,45.666666666666664
New Caledonia,2024-07,44,1,0,58.0,-14.0,54.333333333333336
New Caledonia,2024-08,14,1,0,44.0,-30.0,38.666666666666664
New Caledonia,2024-09,16,2,0,14.0,2.0,24.666666666666668
New Caledonia,2024-10,1,0,0,16.0,-15.0,10.333333333333334
New Caledonia,2025-02,4,0,0,1.0,3.0,7.0
New Caledonia,2025-03,1,0,0,4.0,-3.0,2.0
New Caledonia,2025-04,1,0,0,1.0,0.0,2.0
New Caledonia,2025-05,11,0,0,1.0,10.0,4.333333333333333
New Caledonia,2025-06,3,0,0,11.0,-8.0,5.0
New Caledonia,2025-07,1,0,0,3.0,-2.0,5.0
New Caledonia,2025-08,6,0,0,1.0,5.0,3.3333333333333335
New Caledonia,2025-09,1,0,0,6.0,-5.0,2.6666666666666665
New Caledonia,2025-10,3,0,0,1.0,2.0,3.3333333333333335
New Caledonia,2025-11,2,0,0,3.0,-1.0,2.0
New Caledonia,2025-12,1,0,0,2.0,-1.0,2.0
New Zealand,2021-03,14,0,0,11.0,3.0,13.333333333333334
New Zealand,2021-04,22,0,0,14.0,8.0,15.666666666666666
New Zealand,2021-05,32,0,0,22.0,10.0,22.666666666666668
New Zealand,2021-06,17,0,0,32.0,-15.0,23.666666666666668
New Zealand,2021-07,34,0,0,17.0,17.0,27.666666666666668
New Zealand,2021-08,23,1,0,34.0,-11.0,24.666666666666668
New Zealand,2021-09,6,0,0,23.0,-17.0,21.0
New Zealand,2021-10,24,0,0,6.0,18.0,17.666666666666668
New Zealand,2021-11,32,0,0,24.0,8.0,20.666666666666668
New Zealand,2021-12,11,0,0,32.0,-21.0,22.333333333333332
New Zealand,2022-01,22,0,0,11.0,11.0,21.666666666666668
New Zealand,2022-02,73,0,0,22.0,51.0,35.333333333333336
New Zealand,2022-03,29,0,0,73.0,-44.0,41.333333333333336
New Zealand,2022-04,25,0,0,29.0,-4.0,42.333333333333336
New Zealand,2022-05,30,0,0,25.0,5.0,28.0
New Zealand,2022-06,11,0,0,30.0,-19.0,22.0
New Zealand,2022-07,17,0,0,11.0,6.0,19.333333333333332
New Zealand,2022-08,22,0,0,17.0,5.0,16.666666666666668
New Zealand,2022-09,26,0,0,22.0,4.0,21.666666666666668
New Zealand,2022-10,28,0,0,26.0,2.0,25.333333333333332
New Zealand,2022-11,18,0,0,28.0,-10.0,24.0
New Zealand,2022-12,9,0,0,18.0,-9.0,18.333333333333332
New Zealand,2023-01,3,0,0,9.0,-6.0,10.0
New Zealand,2023-02,19,0,0,3.0,16.0,10.333333333333334
New Zealand,2023-03,34,0,0,19.0,15.0,18.666666666666668
New Zealand,2023-04,24,0,0,34.0,-10.0,25.666666666666668
New Zealand,2023-05,28,0,0,24.0,4.0,28.666666666666668
New Zealand,2023-06,14,0,0,28.0,-14.0,22.0
New Zealand,2023-07,16,0,0,14.0,2.0,19.333333333333332
New Zealand,2023-08,8,0,0,16.0,-8.0,12.666666666666666
New Zealand,2023-09,20,0,0,8.0,12.0,14.666666666666666
New Zealand,2023-10,11,0,0,20.0,-9.0,13.0
New Zealand,2023-11,13,0,0,11.0,2.0,14.666666666666666
New Zealand,2023-12,25,0,0,13.0,12.0,16.333333333333332
New Zealand,2024-01,34,0,0,25.0,9.0,24.0
New Zealand,2024-02,26,0,0,34.0,-8.0,28.333333333333332
New Zealand,2024-03,44,0,0,26.0,18.0,34.666666666666664
New Zealand,2024-04,17,0,0,44.0,-27.0,29.0
New Zealand,2024-05,40,0,0,17.0,23.0,33.666666666666664
New Zealand,2024-06,18,0,0,40.0,-22.0,25.0
New Zealand,2024-07,8,0,0,18.0,-10.0,22.0
New Zealand,2024-08,12,0,0,8.0,4.0,12.666666666666666
New Zealand,2024-09,23,0,0,12.0,11.0,14.333333333333334
New Zealand,2024-10,19,0,0,23.0,-4.0,18.0
New Zealand,2024-11,20,0,0,19.0,1.0,20.666666666666668
New Zealand,2024-12,5,0,0,20.0,-15.0,14.666666666666666
New Zealand,2025-01,3,0,0,5.0,-2.0,9.333333333333334
New Zealand,2025-02,9,0,0,3.0,6.0,5.666666666666667
New Zealand,2025-03,15,0,0,9.0,6.0,9.0
New Zealand,2025-04,6,0,0,15.0,-9.0,10.0
New Zealand,2025-05,33,0,0,6.0,27.0,18.0
New Zealand,2025-06,6,0,0,33.0,-27.0,15.0
New Zealand,2025-07,16,0,0,6.0,10.0,18.333333333333332
New Zealand,2025-08,17,0,0,16.0,1.0,13.0
New Zealand,2025-09,7,0,0,17.0,-10.0,13.333333333333334
New Zealand,2025-10,20,0,0,7.0,13.0,14.666666666666666
New Zealand,2025-11,5,0,0,20.0,-15.0,10.666666666666666
New Zealand,2025-12,6,0,0,5.0,1.0,10.333333333333334
New Zealand,2026-01,7,0,0,6.0,1.0,6.0
North Korea,2021-03,10,9,0,11.0,-1.0,12.0
North Korea,2021-04,16,1,0,10.0,6.0,12.333333333333334
North Korea,2021-05,18,4,0,16.0,2.0,14.666666666666666
North Korea,2021-06,4,2,0,18.0,-14.0,12.666666666666666
North Korea,2021-07,9,5,0,4.0,5.0,10.333333333333334
North Korea,2021-08,2,1,0,9.0,-7.0,5.0
North Korea,2021-09,9,1,0,2.0,7.0,6.666666666666667
North Korea,2021-10,7,0,0,9.0,-2.0,6.0
North Korea,2021-11,5,1,0,7.0,-2.0,7.0
North Korea,2022-01,11,0,0,5.0,6.0,7.666666666666667
North Korea,2022-02,3,1,0,11.0,-8.0,6.333333333333333
North Korea,2022-03,11,20,0,3.0,8.0,8.333333333333334
North Korea,2022-04,7,0,0,11.0,-4.0,7.0
North Korea,2022-05,9,2,0,7.0,2.0,9.0
North Korea,2022-06,3,0,0,9.0,-6.0,6.333333333333333
North Korea,2022-07,11,4,0,3.0,8.0,7.666666666666667
North Korea,2022-08,7,1,0,11.0,-4.0,7.0
North Korea,2022-09,17,1,0,7.0,10.0,11.666666666666666
North Korea,2022-10,43,4,0,17.0,26.0,22.333333333333332
North Korea,2022-11,10,2,0,43.0,-33.0,23.333333333333332
North Korea,2022-12,10,1,0,10.0,0.0,21.0
North Korea,2023-01,2,5,0,10.0,-8.0,7.333333333333333
North Korea,2023-02,10,0,0,2.0,8.0,7.333333333333333
North Korea,2023-03,12,0,0,10.0,2.0,8.0
North Korea,2023-04,4,1,0,12.0,-8.0,8.666666666666666
North Korea,2023-05,5,5,0,4.0,1.0,7.0
North Korea,2023-06,7,0,0,5.0,2.0,5.333333333333333
North Korea,2023-07,6,0,0,7.0,-1.0,6.0
North Korea,2023-08,6,1,0,6.0,0.0,6.333333333333333
North Korea,2023-09,6,0,0,6.0,0.0,6.0
North Korea,2023-11,6,0,0,6.0,0.0,6.0
North Korea,2023-12,3,0,0,6.0,-3.0,5.0
North Korea,2024-01,9,0,0,3.0,6.0,6.0
North Korea,2024-02,1,0,0,9.0,-8.0,4.333333333333333
North Korea,2024-03,6,0,0,1.0,5.0,5.333333333333333
North Korea,2024-04,1,0,0,6.0,-5.0,2.6666666666666665
North Korea,2024-05,4,0,0,1.0,3.0,3.6666666666666665
North Korea,2024-06,8,30,0,4.0,4.0,4.333333333333333
North Korea,2024-07,2,0,0,8.0,-6.0,4.666666666666667
North Korea,2024-08,7,0,0,2.0,5.0,5.666666666666667
North Korea,2024-09,8,0,0,7.0,1.0,5.666666666666667
North Korea,2024-10,12,0,0,8.0,4.0,9.0
North Korea,2024-11,12,0,0,12.0,0.0,10.666666666666666
North Korea,2025-01,4,0,0,12.0,-8.0,9.333333333333334
North Korea,2025-02,4,0,0,4.0,0.0,6.666666666666667
North Korea,2025-03,5,0,0,4.0,1.0,4.333333333333333
North Korea,2025-04,6,0,0,5.0,1.0,5.0
North Korea,2025-05,10,0,0,6.0,4.0,7.0
North Korea,2025-06,10,0,0,10.0,0.0,8.666666666666666
North Korea,2025-07,12,0,0,10.0,2.0,10.666666666666666
North Korea,2025-08,8,0,0,12.0,-4.0,10.0
North Korea,2025-09,13,1,0,8.0,5.0,11.0
North Korea,2025-10,10,0,0,13.0,-3.0,10.333333333333334
North Korea,2025-11,10,0,0,10.0,0.0,11.0
North Korea,2025-12,4,0,0,10.0,-6.0,8.0
North Korea,2026-01,7,0,0,4.0,3.0,7.0
Northern Mariana Islands,2021-08,2,0,0,2.0,0.0,1.6666666666666667
Northern Mariana Islands,2021-12,1,0,0,2.0,-1.0,1.6666666666666667
Northern Mariana Islands,2023-02,1,0,0,1.0,0.0,1.3333333333333333
Northern Mariana Islands,2023-11,1,0,0,1.0,0.0,1.0
Northern Mariana Islands,2024-05,1,0,0,1.0,0.0,1.0
Northern Mariana Islands,2025-03,1,0,0,1.0,0.0,1.0
Northern Mariana Islands,2025-04,1,0,0,1.0,0.0,1.0
Pakistan,2021-03,539,101,1,432.0,107.0,646.0
Pakistan,2021-04,472,99,1,539.0,-67.0,481.0
Pakistan,2021-05,854,152,1,472.0,382.0,621.6666666666666
Pakistan,2021-06,705,128,1,854.0,-149.0,677.0
Pakistan,2021-07,761,125,1,705.0,56.0,773.3333333333334
Pakistan,2021-08,587,145,1,761.0,-174.0,684.3333333333334
Pakistan,2021-09,600,147,1,587.0,13.0,649.3333333333334
Pakistan,2021-10,927,140,1,600.0,327.0,704.6666666666666
Pakistan,2021-11,503,64,1,927.0,-424.0,676.6666666666666
Pakistan,2021-12,625,90,1,503.0,122.0,685.0
Pakistan,2022-01,720,191,1,625.0,95.0,616.0
Pakistan,2022-02,743,211,1,720.0,23.0,696.0
Pakistan,2022-03,555,149,1,743.0,-188.0,672.6666666666666
Pakistan,2022-04,737,154,1,555.0,182.0,678.3333333333334
Pakistan,2022-05,600,99,1,737.0,-137.0,630.6666666666666
Pakistan,2022-06,810,139,1,600.0,210.0,715.6666666666666
Pakistan,2022-07,838,190,1,810.0,28.0,749.3333333333334
Pakistan,2022-08,610,81,1,838.0,-228.0,752.6666666666666
Pakistan,2022-09,645,128,1,610.0,35.0,697.6666666666666
Pakistan,2022-10,1068,218,1,645.0,423.0,774.3333333333334
Pakistan,2022-11,657,125,1,1068.0,-411.0,790.0
Pakistan,2022-12,807,192,1,657.0,150.0,844.0
Pakistan,2023-01,701,193,1,807.0,-106.0,721.6666666666666
Pakistan,2023-02,701,158,1,701.0,0.0,736.3333333333334
Pakistan,2023-03,687,130,1,701.0,-14.0,696.3333333333334
Pakistan,2023-04,729,206,1,687.0,42.0,705.6666666666666
Pakistan,2023-05,775,224,1,729.0,46.0,730.3333333333334
Pakistan,2023-06,530,126,1,775.0,-245.0,678.0
Pakistan,2023-07,865,232,1,530.0,335.0,723.3333333333334
Pakistan,2023-08,986,200,1,865.0,121.0,793.6666666666666
Pakistan,2023-09,929,300,1,986.0,-57.0,926.6666666666666
Pakistan,2023-10,824,214,1,929.0,-105.0,913.0
Pakistan,2023-11,584,181,1,824.0,-240.0,779.0
Pakistan,2023-12,811,222,1,584.0,227.0,739.6666666666666
Pakistan,2024-01,682,204,1,811.0,-129.0,692.3333333333334
Pakistan,2024-02,879,199,1,682.0,197.0,790.6666666666666
Pakistan,2024-03,935,187,1,879.0,56.0,832.0
Pakistan,2024-04,713,212,1,935.0,-222.0,842.3333333333334
Pakistan,2024-05,906,191,1,713.0,193.0,851.3333333333334
Pakistan,2024-06,955,170,1,906.0,49.0,858.0
Pakistan,2024-07,746,214,1,955.0,-209.0,869.0
Pakistan,2024-08,935,351,1,746.0,189.0,878.6666666666666
Pakistan,2024-09,950,230,1,935.0,15.0,877.0
Pakistan,2024-10,819,327,1,950.0,-131.0,901.3333333333334
Pakistan,2024-11,980,518,1,819.0,161.0,916.3333333333334
Pakistan,2024-12,682,261,1,980.0,-298.0,827.0
Pakistan,2025-01,889,354,1,682.0,207.0,850.3333333333334
Pakistan,2025-02,947,376,1,889.0,58.0,839.3333333333334
Pakistan,2025-03,1236,523,1,947.0,289.0,1024.0
Pakistan,2025-04,1215,397,1,1236.0,-21.0,1132.6666666666667
Pakistan,2025-05,1111,501,1,1215.0,-104.0,1187.3333333333333
Pakistan,2025-06,876,334,1,1111.0,-235.0,1067.3333333333333
Pakistan,2025-07,780,346,1,876.0,-96.0,922.3333333333334
Pakistan,2025-08,973,423,1,780.0,193.0,876.3333333333334
Pakistan,2025-09,1006,563,1,973.0,33.0,919.6666666666666
Pakistan,2025-10,843,609,1,1006.0,-163.0,940.6666666666666
Pakistan,2025-11,1011,518,1,843.0,168.0,953.3333333333334
Pakistan,2025-12,532,373,1,1011.0,-479.0,795.3333333333334
Pakistan,2026-01,808,661,1,532.0,276.0,783.6666666666666
Palau,2025-03,1,0,0,1.0,0.0,1.0
Papua New Guinea,2021-03,11,4,0,13.0,-2.0,14.666666666666666
Papua New Guinea,2021-04,20,50,0,11.0,9.0,14.666666666666666
Papua New Guinea,2021-05,17,21,0,20.0,-3.0,16.0
Papua New Guinea,2021-06,13,24,0,17.0,-4.0,16.666666666666668
Papua New Guinea,2021-07,13,22,0,13.0,0.0,14.333333333333334
Papua New Guinea,2021-08,16,9,0,13.0,3.0,14.0
Papua New Guinea,2021-09,13,5,0,16.0,-3.0,14.0
Papua New Guinea,2021-10,9,3,0,13.0,-4.0,12.666666666666666
Papua New Guinea,2021-11,14,17,0,9.0,5.0,12.0
Papua New Guinea,2021-12,11,39,0,14.0,-3.0,11.333333333333334
Papua New Guinea,2022-01,14,15,0,11.0,3.0,13.0
Papua New Guinea,2022-02,8,1,0,14.0,-6.0,11.0
Papua New Guinea,2022-03,11,10,0,8.0,3.0,11.0
Papua New Guinea,2022-04,29,14,0,11.0,18.0,16.0
Papua New Guinea,2022-05,16,23,0,29.0,-13.0,18.666666666666668
Papua New Guinea,2022-06,22,12,0,16.0,6.0,22.333333333333332
Papua New Guinea,2022-07,43,46,0,22.0,21.0,27.0
Papua New Guinea,2022-08,25,26,0,43.0,-18.0,30.0
Papua New Guinea,2022-09,19,22,0,25.0,-6.0,29.0
Papua New Guinea,2022-10,21,39,0,19.0,2.0,21.666666666666668
Papua New Guinea,2022-11,16,18,0,21.0,-5.0,18.666666666666668
Papua New Guinea,2022-12,15,34,0,16.0,-1.0,17.333333333333332
Papua New Guinea,2023-01,15,15,0,15.0,0.0,15.333333333333334
Papua New Guinea,2023-02,22,4,0,15.0,7.0,17.333333333333332
Papua New Guinea,2023-03,11,6,0,22.0,-11.0,16.0
Papua New Guinea,2023-04,28,33,0,11.0,17.0,20.333333333333332
Papua New Guinea,2023-05,27,26,0,28.0,-1.0,22.0
Papua New Guinea,2023-06,38,23,0,27.0,11.0,31.0
Papua New Guinea,2023-07,50,35,0,38.0,12.0,38.333333333333336
Papua New Guinea,2023-08,31,82,0,50.0,-19.0,39.666666666666664
Papua New Guinea,2023-09,33,13,0,31.0,2.0,38.0
Papua New Guinea,2023-10,26,19,0,33.0,-7.0,30.0
Papua New Guinea,2023-11,57,34,0,26.0,31.0,38.666666666666664
Papua New Guinea,2023-12,40,63,0,57.0,-17.0,41.0
Papua New Guinea,2024-01,36,33,0,40.0,-4.0,44.333333333333336
Papua New Guinea,2024-02,19,56,0,36.0,-17.0,31.666666666666668
Papua New Guinea,2024-03,27,11,0,19.0,8.0,27.333333333333332
Papua New Guinea,2024-04,31,46,0,27.0,4.0,25.666666666666668
Papua New Guinea,2024-05,18,20,0,31.0,-13.0,25.333333333333332
Papua New Guinea,2024-06,28,10,0,18.0,10.0,25.666666666666668
Papua New Guinea,2024-07,32,34,0,28.0,4.0,26.0
Papua New Guinea,2024-08,18,4,0,32.0,-14.0,26.0
Papua New Guinea,2024-09,44,48,0,18.0,26.0,31.333333333333332
Papua New Guinea,2024-10,25,18,0,44.0,-19.0,29.0
Papua New Guinea,2024-11,34,40,0,25.0,9.0,34.333333333333336
