COUNTRY,YEAR_MONTH,total_events,total_fatalities,is_outlier_iqr,lag_1_events,event_change,rolling_3m
Papua New Guinea,2024-12,18,13,0,34.0,-16.0,25.666666666666668
Papua New Guinea,2025-01,23,10,0,18.0,5.0,25.0
Papua New Guinea,2025-02,17,6,0,23.0,-6.0,19.333333333333332
Papua New Guinea,2025-03,31,14,0,17.0,14.0,23.666666666666668
Papua New Guinea,2025-04,12,5,0,31.0,-19.0,20.0
Papua New Guinea,2025-05,21,19,0,12.0,9.0,21.333333333333332
Papua New Guinea,2025-06,17,8,0,21.0,-4.0,16.666666666666668
Papua New Guinea,2025-07,19,3,0,17.0,2.0,19.0
Papua New Guinea,2025-08,38,30,0,19.0,19.0,24.666666666666668
Papua New Guinea,2025-09,27,25,0,38.0,-11.0,28.0
Papua New Guinea,2025-10,29,7,0,27.0,2.0,31.333333333333332
Papua New Guinea,2025-11,35,17,0,29.0,6.0,30.333333333333332
Papua New Guinea,2025-12,26,11,0,35.0,-9.0,30.0
Papua New Guinea,2026-01,31,12,0,26.0,5.0,30.666666666666668
Philippines,2021-03,148,123,0,146.0,2.0,158.66666666666666
Philippines,2021-04,101,97,0,148.0,-47.0,131.66666666666666
Philippines,2021-05,137,145,0,101.0,36.0,128.66666666666666
Philippines,2021-06,120,106,0,137.0,-17.0,119.33333333333333
Philippines,2021-07,121,80,0,120.0,1.0,126.0
Philippines,2021-08,98,87,0,121.0,-23.0,113.0
Philippines,2021-09,81,78,0,98.0,-17.0,100.0
Philippines,2021-10,83,61,0,81.0,2.0,87.33333333333333
Philippines,2021-11,80,53,0,83.0,-3.0,81.33333333333333
Philippines,2021-12,73,55,0,80.0,-7.0,78.66666666666667
Philippines,2022-01,93,72,0,73.0,20.0,82.0
Philippines,2022-02,95,100,0,93.0,2.0,87.0
Philippines,2022-03,108,59,0,95.0,13.0,98.66666666666667
Philippines,2022-04,120,94,0,108.0,12.0,107.66666666666667
Philippines,2022-05,146,71,0,120.0,26.0,124.66666666666667
Philippines,2022-06,121,96,0,146.0,-25.0,129.0
Philippines,2022-07,104,78,0,121.0,-17.0,123.66666666666667
Philippines,2022-08,87,73,0,104.0,-17.0,104.0
Philippines,2022-09,87,44,0,87.0,0.0,92.66666666666667
Philippines,2022-10,118,91,0,87.0,31.0,97.33333333333333
Philippines,2022-11,109,111,0,118.0,-9.0,104.66666666666667
Philippines,2022-12,67,50,0,109.0,-42.0,98.0
Philippines,2023-01,95,64,0,67.0,28.0,90.33333333333333
Philippines,2023-02,97,83,0,95.0,2.0,86.33333333333333
Philippines,2023-03,111,75,0,97.0,14.0,101.0
Philippines,2023-04,150,98,0,111.0,39.0,119.33333333333333
Philippines,2023-05,71,67,0,150.0,-79.0,110.66666666666667
Philippines,2023-06,99,65,0,71.0,28.0,106.66666666666667
Philippines,2023-07,98,49,0,99.0,-1.0,89.33333333333333
Philippines,2023-08,83,52,0,98.0,-15.0,93.33333333333333
Philippines,2023-09,139,79,0,83.0,56.0,106.66666666666667
Philippines,2023-10,91,49,0,139.0,-48.0,104.33333333333333
Philippines,2023-11,134,67,0,91.0,43.0,121.33333333333333
Philippines,2023-12,103,107,0,134.0,-31.0,109.33333333333333
Philippines,2024-01,68,55,0,103.0,-35.0,101.66666666666667
Philippines,2024-02,97,58,0,68.0,29.0,89.33333333333333
Philippines,2024-03,113,64,0,97.0,16.0,92.66666666666667
Philippines,2024-04,85,71,0,113.0,-28.0,98.33333333333333
Philippines,2024-05,98,46,0,85.0,13.0,98.66666666666667
Philippines,2024-06,115,54,0,98.0,17.0,99.33333333333333
Philippines,2024-07,71,50,0,115.0,-44.0,94.66666666666667
Philippines,2024-08,101,53,0,71.0,30.0,95.66666666666667
Philippines,2024-09,67,36,0,101.0,-34.0,79.66666666666667
Philippines,2024-10,56,60,0,67.0,-11.0,74.66666666666667
Philippines,2024-11,96,64,0,56.0,40.0,73.0
Philippines,2024-12,54,37,0,96.0,-42.0,68.66666666666667
Philippines,2025-01,71,35,0,54.0,17.0,73.66666666666667
Philippines,2025-02,76,38,0,71.0,5.0,67.0
Philippines,2025-03,158,56,0,76.0,82.0,101.66666666666667
Philippines,2025-04,94,51,0,158.0,-64.0,109.33333333333333
Philippines,2025-05,125,58,0,94.0,31.0,125.66666666666667
Philippines,2025-06,87,43,0,125.0,-38.0,102.0
Philippines,2025-07,61,46,0,87.0,-26.0,91.0
Philippines,2025-08,99,56,0,61.0,38.0,82.33333333333333
Philippines,2025-09,157,28,0,99.0,58.0,105.66666666666667
Philippines,2025-10,82,33,0,157.0,-75.0,112.66666666666667
Philippines,2025-11,141,54,0,82.0,59.0,126.66666666666667
Philippines,2025-12,51,36,0,141.0,-90.0,91.33333333333333
Philippines,2026-01,91,53,0,51.0,40.0,94.33333333333333
Samoa,2021-05,5,0,0,1.0,4.0,2.6666666666666665
Samoa,2021-07,5,0,0,5.0,0.0,3.6666666666666665
Samoa,2021-08,3,0,0,5.0,-2.0,4.333333333333333
Samoa,2021-09,2,0,0,3.0,-1.0,3.3333333333333335
Samoa,2022-03,2,0,0,2.0,0.0,2.3333333333333335
Samoa,2022-05,1,0,0,2.0,-1.0,1.6666666666666667
Samoa,2023-09,1,0,0,1.0,0.0,1.3333333333333333
Samoa,2023-12,1,0,0,1.0,0.0,1.0
Samoa,2024-01,1,0,0,1.0,0.0,1.0
Samoa,2025-08,1,0,0,1.0,0.0,1.0
Singapore,2021-05,1,0,0,1.0,0.0,1.0
Singapore,2021-10,1,0,0,1.0,0.0,1.0
Singapore,2022-04,2,0,0,1.0,1.0,1.3333333333333333
Singapore,2022-05,1,0,0,2.0,-1.0,1.3333333333333333
Singapore,2022-07,2,0,0,1.0,1.0,1.6666666666666667
Singapore,2022-09,1,0,0,2.0,-1.0,1.3333333333333333
Singapore,2022-10,1,0,0,1.0,0.0,1.3333333333333333
Singapore,2022-11,1,0,0,1.0,0.0,1.0
Singapore,2023-06,1,0,0,1.0,0.0,1.0
Singapore,2023-09,1,0,0,1.0,0.0,1.0
Singapore,2023-10,1,0,0,1.0,0.0,1.0
Singapore,2024-01,1,0,0,1.0,0.0,1.0
Singapore,2024-09,2,0,0,1.0,1.0,1.3333333333333333
Singapore,2024-10,2,0,0,2.0,0.0,1.6666666666666667
Singapore,2024-11,1,0,0,2.0,-1.0,1.6666666666666667
Singapore,2025-01,1,0,0,1.0,0.0,1.3333333333333333
Singapore,2025-05,1,0,0,1.0,0.0,1.0
Singapore,2025-10,1,0,0,1.0,0.0,1.0
Solomon Islands,2021-03,1,0,0,1.0,0.0,1.0
Solomon Islands,2021-04,1,0,0,1.0,0.0,1.0
Solomon Islands,2021-05,2,2,0,1.0,1.0,1.3333333333333333
Solomon Islands,2021-07,2,0,0,2.0,0.0,1.6666666666666667
Solomon Islands,2021-08,6,0,0,2.0,4.0,3.3333333333333335
Solomon Islands,2021-10,3,1,0,6.0,-3.0,3.6666666666666665
Solomon Islands,2021-11,13,3,0,3.0,10.0,7.333333333333333
Solomon Islands,2021-12,4,0,0,13.0,-9.0,6.666666666666667
Solomon Islands,2022-01,1,0,0,4.0,-3.0,6.0
Solomon Islands,2022-02,2,0,0,1.0,1.0,2.3333333333333335
Solomon Islands,2022-03,5,0,0,2.0,3.0,2.6666666666666665
Solomon Islands,2022-04,1,0,0,5.0,-4.0,2.6666666666666665
Solomon Islands,2022-05,1,1,0,1.0,0.0,2.3333333333333335
Solomon Islands,2022-06,1,0,0,1.0,0.0,1.0
Solomon Islands,2022-10,1,0,0,1.0,0.0,1.0
Solomon Islands,2022-12,1,1,0,1.0,0.0,1.0
Solomon Islands,2023-02,3,0,0,1.0,2.0,1.6666666666666667
Solomon Islands,2023-09,1,0,0,3.0,-2.0,1.6666666666666667
Solomon Islands,2024-04,1,0,0,1.0,0.0,1.6666666666666667
South Korea,2021-03,620,0,1,466.0,154.0,529.6666666666666
South Korea,2021-04,646,0,1,620.0,26.0,577.3333333333334
South Korea,2021-05,697,0,1,646.0,51.0,654.3333333333334
South Korea,2021-06,609,0,1,697.0,-88.0,650.6666666666666
South Korea,2021-07,401,0,0,609.0,-208.0,569.0
South Korea,2021-08,373,0,0,401.0,-28.0,461.0
South Korea,2021-09,400,0,0,373.0,27.0,391.3333333333333
South Korea,2021-10,630,0,1,400.0,230.0,467.6666666666667
South Korea,2021-11,548,0,1,630.0,-82.0,526.0
South Korea,2021-12,480,0,1,548.0,-68.0,552.6666666666666
South Korea,2022-01,488,0,1,480.0,8.0,505.3333333333333
South Korea,2022-02,560,0,1,488.0,72.0,509.3333333333333
South Korea,2022-03,409,0,0,560.0,-151.0,485.6666666666667
South Korea,2022-04,676,0,1,409.0,267.0,548.3333333333334
South Korea,2022-05,468,0,1,676.0,-208.0,517.6666666666666
South Korea,2022-06,555,0,1,468.0,87.0,566.3333333333334
South Korea,2022-07,576,0,1,555.0,21.0,533.0
South Korea,2022-08,423,0,0,576.0,-153.0,518.0
South Korea,2022-09,429,0,1,423.0,6.0,476.0
South Korea,2022-10,496,0,1,429.0,67.0,449.3333333333333
South Korea,2022-11,559,0,1,496.0,63.0,494.6666666666667
South Korea,2022-12,482,0,1,559.0,-77.0,512.3333333333334
South Korea,2023-01,340,0,0,482.0,-142.0,460.3333333333333
South Korea,2023-02,471,0,1,340.0,131.0,431.0
South Korea,2023-03,635,0,1,471.0,164.0,482.0
South Korea,2023-04,699,0,1,635.0,64.0,601.6666666666666
South Korea,2023-05,554,0,1,699.0,-145.0,629.3333333333334
South Korea,2023-06,590,0,1,554.0,36.0,614.3333333333334
South Korea,2023-07,623,0,1,590.0,33.0,589.0
South Korea,2023-08,526,0,1,623.0,-97.0,579.6666666666666
South Korea,2023-09,582,0,1,526.0,56.0,577.0
South Korea,2023-10,409,0,0,582.0,-173.0,505.6666666666667
South Korea,2023-11,503,0,1,409.0,94.0,498.0
South Korea,2023-12,420,0,0,503.0,-83.0,444.0
South Korea,2024-01,418,0,0,420.0,-2.0,447.0
South Korea,2024-02,375,0,0,418.0,-43.0,404.3333333333333
South Korea,2024-03,623,0,1,375.0,248.0,472.0
South Korea,2024-04,334,0,0,623.0,-289.0,444.0
South Korea,2024-05,426,0,0,334.0,92.0,461.0
South Korea,2024-06,547,0,1,426.0,121.0,435.6666666666667
South Korea,2024-07,399,0,0,547.0,-148.0,457.3333333333333
South Korea,2024-08,505,0,1,399.0,106.0,483.6666666666667
South Korea,2024-09,357,0,0,505.0,-148.0,420.3333333333333
South Korea,2024-10,422,0,0,357.0,65.0,428.0
South Korea,2024-11,789,0,1,422.0,367.0,522.6666666666666
South Korea,2024-12,649,0,1,789.0,-140.0,620.0
South Korea,2025-01,403,0,0,649.0,-246.0,613.6666666666666
South Korea,2025-02,453,0,1,403.0,50.0,501.6666666666667
South Korea,2025-03,773,0,1,453.0,320.0,543.0
South Korea,2025-04,553,0,1,773.0,-220.0,593.0
South Korea,2025-05,494,0,1,553.0,-59.0,606.6666666666666
South Korea,2025-06,514,0,1,494.0,20.0,520.3333333333334
South Korea,2025-07,482,0,1,514.0,-32.0,496.6666666666667
South Korea,2025-08,505,0,1,482.0,23.0,500.3333333333333
South Korea,2025-09,508,0,1,505.0,3.0,498.3333333333333
South Korea,2025-10,317,0,0,508.0,-191.0,443.3333333333333
South Korea,2025-11,626,0,1,317.0,309.0,483.6666666666667
South Korea,2025-12,370,0,0,626.0,-256.0,437.6666666666667
South Korea,2026-01,556,0,1,370.0,186.0,517.3333333333334
Sri Lanka,2021-03,85,0,0,75.0,10.0,87.0
Sri Lanka,2021-04,47,1,0,85.0,-38.0,69.0
Sri Lanka,2021-05,24,1,0,47.0,-23.0,52.0
Sri Lanka,2021-06,103,1,0,24.0,79.0,58.0
Sri Lanka,2021-07,191,0,0,103.0,88.0,106.0
Sri Lanka,2021-08,23,0,0,191.0,-168.0,105.66666666666667
Sri Lanka,2021-09,26,1,0,23.0,3.0,80.0
Sri Lanka,2021-10,152,0,0,26.0,126.0,67.0
Sri Lanka,2021-11,70,0,0,152.0,-82.0,82.66666666666667
Sri Lanka,2021-12,64,0,0,70.0,-6.0,95.33333333333333
Sri Lanka,2022-01,65,0,0,64.0,1.0,66.33333333333333
Sri Lanka,2022-02,48,0,0,65.0,-17.0,59.0
Sri Lanka,2022-03,81,0,0,48.0,33.0,64.66666666666667
Sri Lanka,2022-04,309,1,0,81.0,228.0,146.0
Sri Lanka,2022-05,135,7,0,309.0,-174.0,175.0
Sri Lanka,2022-06,110,0,0,135.0,-25.0,184.66666666666666
Sri Lanka,2022-07,86,2,0,110.0,-24.0,110.33333333333333
Sri Lanka,2022-08,87,0,0,86.0,1.0,94.33333333333333
Sri Lanka,2022-09,49,0,0,87.0,-38.0,74.0
Sri Lanka,2022-10,41,1,0,49.0,-8.0,59.0
Sri Lanka,2022-11,52,1,0,41.0,11.0,47.333333333333336
Sri Lanka,2022-12,83,0,0,52.0,31.0,58.666666666666664
Sri Lanka,2023-01,100,0,0,83.0,17.0,78.33333333333333
Sri Lanka,2023-02,76,1,0,100.0,-24.0,86.33333333333333
Sri Lanka,2023-03,96,0,0,76.0,20.0,90.66666666666667
Sri Lanka,2023-04,57,0,0,96.0,-39.0,76.33333333333333
Sri Lanka,2023-05,46,1,0,57.0,-11.0,66.33333333333333
Sri Lanka,2023-06,51,0,0,46.0,5.0,51.333333333333336
Sri Lanka,2023-07,95,0,0,51.0,44.0,64.0
Sri Lanka,2023-08,65,0,0,95.0,-30.0,70.33333333333333
Sri Lanka,2023-09,75,0,0,65.0,10.0,78.33333333333333
Sri Lanka,2023-10,96,0,0,75.0,21.0,78.66666666666667
Sri Lanka,2023-11,52,3,0,96.0,-44.0,74.33333333333333
Sri Lanka,2023-12,65,3,0,52.0,13.0,71.0
Sri Lanka,2024-01,70,0,0,65.0,5.0,62.333333333333336
Sri Lanka,2024-02,92,1,0,70.0,22.0,75.66666666666667
Sri Lanka,2024-03,109,0,0,92.0,17.0,90.33333333333333
Sri Lanka,2024-04,97,0,0,109.0,-12.0,99.33333333333333
Sri Lanka,2024-05,55,0,0,97.0,-42.0,87.0
Sri Lanka,2024-06,95,1,0,55.0,40.0,82.33333333333333
Sri Lanka,2024-07,68,1,0,95.0,-27.0,72.66666666666667
Sri Lanka,2024-08,52,0,0,68.0,-16.0,71.66666666666667
Sri Lanka,2024-09,49,2,0,52.0,-3.0,56.333333333333336
Sri Lanka,2024-10,39,0,0,49.0,-10.0,46.666666666666664
Sri Lanka,2024-11,46,0,0,39.0,7.0,44.666666666666664
Sri Lanka,2024-12,46,0,0,46.0,0.0,43.666666666666664
Sri Lanka,2025-01,45,0,0,46.0,-1.0,45.666666666666664
Sri Lanka,2025-02,53,0,0,45.0,8.0,48.0
Sri Lanka,2025-03,70,1,0,53.0,17.0,56.0
Sri Lanka,2025-04,36,1,0,70.0,-34.0,53.0
Sri Lanka,2025-05,76,0,0,36.0,40.0,60.666666666666664
Sri Lanka,2025-06,76,1,0,76.0,0.0,62.666666666666664
Sri Lanka,2025-07,68,1,0,76.0,-8.0,73.33333333333333
Sri Lanka,2025-08,126,3,0,68.0,58.0,90.0
Sri Lanka,2025-09,83,0,0,126.0,-43.0,92.33333333333333
Sri Lanka,2025-10,86,1,0,83.0,3.0,98.33333333333333
Sri Lanka,2025-11,90,0,0,86.0,4.0,86.33333333333333
Sri Lanka,2025-12,76,1,0,90.0,-14.0,84.0
Sri Lanka,2026-01,146,0,0,76.0,70.0,104.0
Taiwan,2021-03,83,0,0,67.0,16.0,83.33333333333333
Taiwan,2021-04,98,0,0,83.0,15.0,82.66666666666667
Taiwan,2021-05,73,0,0,98.0,-25.0,84.66666666666667
Taiwan,2021-06,25,0,0,73.0,-48.0,65.33333333333333
Taiwan,2021-07,36,0,0,25.0,11.0,44.666666666666664
Taiwan,2021-08,77,0,0,36.0,41.0,46.0
Taiwan,2021-09,52,0,0,77.0,-25.0,55.0
Taiwan,2021-10,94,0,0,52.0,42.0,74.33333333333333
Taiwan,2021-11,184,0,0,94.0,90.0,110.0
Taiwan,2021-12,294,0,0,184.0,110.0,190.66666666666666
Taiwan,2022-01,92,0,0,294.0,-202.0,190.0
Taiwan,2022-02,66,0,0,92.0,-26.0,150.66666666666666
Taiwan,2022-03,72,0,0,66.0,6.0,76.66666666666667
Taiwan,2022-04,59,0,0,72.0,-13.0,65.66666666666667
Taiwan,2022-05,68,0,0,59.0,9.0,66.33333333333333
Taiwan,2022-06,43,0,0,68.0,-25.0,56.666666666666664
Taiwan,2022-07,77,0,0,43.0,34.0,62.666666666666664
Taiwan,2022-08,70,0,0,77.0,-7.0,63.333333333333336
Taiwan,2022-09,71,0,0,70.0,1.0,72.66666666666667
Taiwan,2022-10,100,0,0,71.0,29.0,80.33333333333333
Taiwan,2022-11,91,0,0,100.0,-9.0,87.33333333333333
Taiwan,2022-12,58,0,0,91.0,-33.0,83.0
Taiwan,2023-01,27,0,0,58.0,-31.0,58.666666666666664
Taiwan,2023-02,44,0,0,27.0,17.0,43.0
Taiwan,2023-03,73,0,0,44.0,29.0,48.0
Taiwan,2023-04,139,0,0,73.0,66.0,85.33333333333333
Taiwan,2023-05,138,0,0,139.0,-1.0,116.66666666666667
Taiwan,2023-06,169,0,0,138.0,31.0,148.66666666666666
Taiwan,2023-07,158,0,0,169.0,-11.0,155.0
Taiwan,2023-08,120,0,0,158.0,-38.0,149.0
Taiwan,2023-09,161,0,0,120.0,41.0,146.33333333333334
Taiwan,2023-10,87,0,0,161.0,-74.0,122.66666666666667
Taiwan,2023-11,60,0,0,87.0,-27.0,102.66666666666667
Taiwan,2023-12,85,0,0,60.0,25.0,77.33333333333333
Taiwan,2024-01,56,0,0,85.0,-29.0,67.0
Taiwan,2024-02,54,0,0,56.0,-2.0,65.0
Taiwan,2024-03,97,0,0,54.0,43.0,69.0
Taiwan,2024-04,85,0,0,97.0,-12.0,78.66666666666667
Taiwan,2024-05,100,0,0,85.0,15.0,94.0
Taiwan,2024-06,99,0,0,100.0,-1.0,94.66666666666667
Taiwan,2024-07,65,0,0,99.0,-34.0,88.0
Taiwan,2024-08,88,0,0,65.0,23.0,84.0
Taiwan,2024-09,68,0,0,88.0,-20.0,73.66666666666667
Taiwan,2024-10,70,0,0,68.0,2.0,75.33333333333333
Taiwan,2024-11,89,0,0,70.0,19.0,75.66666666666667
Taiwan,2024-12,52,0,0,89.0,-37.0,70.33333333333333
Taiwan,2025-01,59,0,0,52.0,7.0,66.66666666666667
Taiwan,2025-02,54,0,0,59.0,-5.0,55.0
Taiwan,2025-03,92,0,0,54.0,38.0,68.33333333333333
Taiwan,2025-04,71,0,0,92.0,-21.0,72.33333333333333
Taiwan,2025-05,97,0,0,71.0,26.0,86.66666666666667
Taiwan,2025-06,79,0,0,97.0,-18.0,82.33333333333333
Taiwan,2025-07,73,0,0,79.0,-6.0,83.0
Taiwan,2025-08,90,0,0,73.0,17.0,80.66666666666667
Taiwan,2025-09,65,0,0,90.0,-25.0,76.0
Taiwan,2025-10,52,0,0,65.0,-13.0,69.0
Taiwan,2025-11,76,0,0,52.0,24.0,64.33333333333333
Taiwan,2025-12,73,0,0,76.0,-3.0,67.0
Taiwan,2026-01,67,0,0,73.0,-6.0,72.0
Thailand,2021-03,96,7,0,111.0,-15.0,92.33333333333333
Thailand,2021-04,209,6,0,96.0,113.0,138.66666666666666
Thailand,2021-05,173,7,0,209.0,-36.0,159.33333333333334
Thailand,2021-06,69,4,0,173.0,-104.0,150.33333333333334
Thailand,2021-07,117,9,0,69.0,48.0,119.66666666666667
Thailand,2021-08,110,6,0,117.0,-7.0,98.66666666666667
Thailand,2021-09,98,5,0,110.0,-12.0,108.33333333333333
Thailand,2021-10,105,6,0,98.0,7.0,104.33333333333333
Thailand,2021-11,56,3,0,105.0,-49.0,86.33333333333333
Thailand,2021-12,74,2,0,56.0,18.0,78.33333333333333
Thailand,2022-01,69,8,0,74.0,-5.0,66.33333333333333
Thailand,2022-02,46,1,0,69.0,-23.0,63.0
Thailand,2022-03,54,3,0,46.0,8.0,56.333333333333336
Thailand,2022-04,31,3,0,54.0,-23.0,43.666666666666664
Thailand,2022-05,30,0,0,31.0,-1.0,38.333333333333336
Thailand,2022-06,40,0,0,30.0,10.0,33.666666666666664
Thailand,2022-07,78,10,0,40.0,38.0,49.333333333333336
Thailand,2022-08,75,4,0,78.0,-3.0,64.33333333333333
Thailand,2022-09,42,3,0,75.0,-33.0,65.0
Thailand,2022-10,41,2,0,42.0,-1.0,52.666666666666664
Thailand,2022-11,58,6,0,41.0,17.0,47.0
Thailand,2022-12,37,3,0,58.0,-21.0,45.333333333333336
Thailand,2023-01,69,4,0,37.0,32.0,54.666666666666664
Thailand,2023-02,49,5,0,69.0,-20.0,51.666666666666664
Thailand,2023-03,30,1,0,49.0,-19.0,49.333333333333336
Thailand,2023-04,53,4,0,30.0,23.0,44.0
Thailand,2023-05,62,4,0,53.0,9.0,48.333333333333336
Thailand,2023-06,27,5,0,62.0,-35.0,47.333333333333336
Thailand,2023-07,80,7,0,27.0,53.0,56.333333333333336
Thailand,2023-08,50,8,0,80.0,-30.0,52.333333333333336
Thailand,2023-09,54,2,0,50.0,4.0,61.333333333333336
Thailand,2023-10,78,0,0,54.0,24.0,60.666666666666664
Thailand,2023-11,26,2,0,78.0,-52.0,52.666666666666664
Thailand,2023-12,29,16,0,26.0,3.0,44.333333333333336
Thailand,2024-01,30,2,0,29.0,1.0,28.333333333333332
Thailand,2024-02,61,5,0,30.0,31.0,40.0
Thailand,2024-03,83,5,0,61.0,22.0,58.0
Thailand,2024-04,32,9,0,83.0,-51.0,58.666666666666664
Thailand,2024-05,38,4,0,32.0,6.0,51.0
Thailand,2024-06,66,5,0,38.0,28.0,45.333333333333336
Thailand,2024-07,34,6,0,66.0,-32.0,46.0
Thailand,2024-08,34,2,0,34.0,0.0,44.666666666666664
Thailand,2024-09,21,0,0,34.0,-13.0,29.666666666666668
Thailand,2024-10,32,2,0,21.0,11.0,29.0
Thailand,2024-11,32,3,0,32.0,0.0,28.333333333333332
Thailand,2024-12,30,6,0,32.0,-2.0,31.333333333333332
Thailand,2025-01,13,7,0,30.0,-17.0,25.0
Thailand,2025-02,26,3,0,13.0,13.0,23.0
Thailand,2025-03,37,7,0,26.0,11.0,25.333333333333332
Thailand,2025-04,24,11,0,37.0,-13.0,29.0
Thailand,2025-05,27,9,0,24.0,3.0,29.333333333333332
Thailand,2025-06,25,3,0,27.0,-2.0,25.333333333333332
Thailand,2025-07,55,27,0,25.0,30.0,35.666666666666664
Thailand,2025-08,39,2,0,55.0,-16.0,39.666666666666664
Thailand,2025-09,19,3,0,39.0,-20.0,37.666666666666664
Thailand,2025-10,30,6,0,19.0,11.0,29.333333333333332
Thailand,2025-11,19,3,0,30.0,-11.0,22.666666666666668
Thailand,2025-12,137,11,0,19.0,118.0,62.0
Thailand,2026-01,27,1,0,137.0,-110.0,61.0
Tonga,2024-08,1,0,0,2.0,-1.0,1.3333333333333333
Tonga,2024-12,1,0,0,1.0,0.0,1.3333333333333333
Tonga,2025-11,1,0,0,1.0,0.0,1.0
Vanuatu,2021-11,1,0,0,1.0,0.0,1.0
Vanuatu,2022-05,1,0,0,1.0,0.0,1.0
Vanuatu,2022-09,1,1,0,1.0,0.0,1.0
Vanuatu,2022-10,1,0,0,1.0,0.0,1.0
Vanuatu,2023-01,2,0,0,1.0,1.0,1.3333333333333333
Vanuatu,2023-08,1,0,0,2.0,-1.0,1.3333333333333333
Vanuatu,2023-09,2,0,0,1.0,1.0,1.6666666666666667
Vanuatu,2024-05,1,0,0,2.0,-1.0,1.3333333333333333
Vanuatu,2024-06,2,0,0,1.0,1.0,1.6666666666666667
Vanuatu,2025-01,1,0,0,2.0,-1.0,1.3333333333333333
Vietnam,2021-09,1,0,0,1.0,0.0,1.0
Vietnam,2022-01,1,0,0,1.0,0.0,1.0
Vietnam,2022-02,4,0,0,1.0,3.0,2.0
Vietnam,2022-03,2,0,0,4.0,-2.0,2.3333333333333335
Vietnam,2022-05,1,0,0,2.0,-1.0,2.3333333333333335
Vietnam,2022-07,1,0,0,1.0,0.0,1.3333333333333333
Vietnam,2022-08,1,0,0,1.0,0.0,1.0
Vietnam,2022-10,1,0,0,1.0,0.0,1.0
Vietnam,2023-01,3,0,0,1.0,2.0,1.6666666666666667
Vietnam,2023-04,2,0,0,3.0,-1.0,2.0
Vietnam,2023-06,1,9,0,2.0,-1.0,2.0
Vietnam,2023-09,2,1,0,1.0,1.0,1.6666666666666667
Vietnam,2023-10,9,0,0,2.0,7.0,4.0
Vietnam,2023-12,1,1,0,9.0,-8.0,4.0
Vietnam,2024-02,1,0,0,1.0,0.0,3.6666666666666665
Vietnam,2024-04,2,1,0,1.0,1.0,1.3333333333333333
Vietnam,2024-05,1,0,0,2.0,-1.0,1.3333333333333333
Vietnam,2024-07,1,0,0,1.0,0.0,1.3333333333333333
Vietnam,2025-03,1,0,0,1.0,0.0,1.0
Wallis and Futuna,2021-05,3,0,0,1.0,2.0,1.6666666666666667
Wallis and Futuna,2021-10,1,0,0,3.0,-2.0,1.6666666666666667
Wallis and Futuna,2021-12,2,0,0,1.0,1.0,2.0
Wallis and Futuna,2022-02,1,0,0,2.0,-1.0,1.3333333333333333
Wallis and Futuna,2022-03,1,0,0,1.0,0.0,1.3333333333333333
Wallis and Futuna,2022-04,1,0,0,1.0,0.0,1.0
Wallis and Futuna,2022-06,1,0,0,1.0,0.0,1.0
Wallis and Futuna,2023-02,1,0,0,1.0,0.0,1.0
Wallis and Futuna,2023-03,2,0,0,1.0,1.0,1.3333333333333333
Wallis and Futuna,2023-05,4,0,0,2.0,2.0,2.3333333333333335
Wallis and Futuna,2023-06,1,0,0,4.0,-3.0,2.3333333333333335
Wallis and Futuna,2023-07,2,0,0,1.0,1.0,2.3333333333333335
Wallis and Futuna,2023-11,2,0,0,2.0,0.0,1.6666666666666667
Wallis and Futuna,2024-04,1,0,0,2.0,-1.0,1.6666666666666667
Wallis and Futuna,2024-07,1,0,0,1.0,0.0,1.3333333333333333
Wallis and Futuna,2024-09,1,0,0,1.0,0.0,1.0
